Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/scoyco-156x156.jpg,"Riding Gloves Scoyco MC08","DESCRIPTION Brand -Scoyco Full Finger Gloves Red Color This model is designed for passionate riders, using a large area plastic shell covered on the gloves, in order to achieve good protection. There are 4 vents in front of the shell,standing out the breathable effect and there is cotton pad under the synthetic leather on the palm. MC08 modeling has quite a cool looking, and it�..","Rs.750"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/induction%20cooker/goggles1-156x156.jpg,"Riding Goggles","Riding Goggles Size: Adult (one size) Frame: Red Lens: Clear ( Scratch Resistant) -Multi-layer face foam provides an excellent seal between the face and goggle to protect    against roost, and provide maximum sweat absorption -Adjustable Headband -Flexible Design -Super Light Weight -Cushioned Comfortable Interior -100% UVA protection and it is the ..","Rs.349"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/1333333333-156x156.jpg,"Vox Car Mp3 with 2 Speaker + 2 Tweeter + Pen Drive","Description  Vox Car Mp3 with 2 Speaker + 2 Tweeter + Pen Drive It is an ultimate complete car combo of VOX car Stereo, 2 Speakers, 2 Tweeters, Remote and a 4GB Pen Drive!! All of us want some latest music system in our car, but by some or the other reason we do not get the best product neither the best deal. But let me introduce to you the ultimate car multimedia player wh..","Rs.2,999"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/byk%20accc/WinterLeatherGloves_1381755199-350x350-156x156.jpg,"Winter driving leather gloves","Winter driving leather gloves Description Winter Driving Leather gloves. its very comfortable to make strong grip during bike riding. 100% genuine ,one size fits all - brushed wool on the inside - padded area at knuckles, one size fits all - brushed wool on the inside - padded area at knuckles Features Feature of Gloves Type: Winter Dimensions and Weight ..","Rs.199"
Deal of the Day,http://www.desibaniya.com/image/cache/data/Airan%2024%20dinner%20set%20free%20mayo-156x156.jpg,"Airan 24 Pcs 100% Stainless Steel Dinner Set Free 2 Pcs Mayo Carlo","Airan 24 Pcs 100% Stainless Steel Dinner Set Free 2 Pcs Mayo Carlo Stainless Steel Full Plate 6 Pcs Stainless Steel Bowl 6 Pcs Stainless Steel Glass 6 Pcs Stainless Steel Spoon 6 Pcs 100% Stainless Steel Mayo Claro Microwave Safe Cook-n-Serve Bowl Set-2Pcs Brand: Mayo Material: Polypropylene(Microwave-safe plastic) The snack bowl set comes with super grip han..","Rs.1,199"
Deal of the Day,http://www.desibaniya.com/image/cache/data/new%20data/33.6-156x156.jpg,"Airan 24 Pcs Stainless Steel Dinner Set Free 32 Pcs Melamine Dinner set","Airan 24 Pcs Stainless Steel Dinner Set Free 32 Pcs Melamine Dinner set Airan 24 Pcs 100% Stainless Steel Dinner Set Stainless Steel Full Plate 6 Pcs Stainless Steel Bowl 6 Pcs Stainless Steel Glass 6 Pcs Stainless Steel Spoon 6 Pcs 100% Stainless Steel   Free Melamine 32 Pcs Dinner Set Melamine Tableware 32 Pcs of Dinner Set 6 Pcs Full Plate 6 P..","Rs.1,490"
Deal of the Day,http://www.desibaniya.com/image/cache/data/bike%20disc%20brack%20lock-156x156.jpg,"Bike Disc brake lock alloy High Quality","Bike Disc brake lock alloy High Quality Security lock is particularly designed for the social security; It contains a good character, and is specially suitable for those important places, such as family, warehouse, office and so on. Features: Against versatile key: The internal construction of the lock has innovated and modified from the usual ball to the special multiple layers one..","Rs.175"
Deal of the Day,http://www.desibaniya.com/image/cache/data/CreditCard%20Holder%20Combo22-156x156.jpg,"Buy 1 Get 1 Free Aluminium Wallet Unisex Credit Card Security ATM Money Holder","Buy 1 Get 1 Free Aluminium Wallet Unisex Credit Card Security ATM Money Holder   Introduction: The Aluminum Wallet is made of lightweight aluminum and with its ultra-slim design. The durable material makes this wallet water-resistant and crush-resistant, it also keeps cards safe. It has an accordion design so it's easy to access your cards from the wallet and an easy-open latch. Th..","Rs.249"
Deal of the Day,http://www.desibaniya.com/image/cache/data/combo%20tire%20Sealer%20spray22-156x156.jpg,"Buy 1 get 1 Free Help Tyre Inflator & Sealer for Emergency Tyre Puncture Usage","Buy 1 get 1 Free Help Tyre Inflator & Sealer for Emergency Tyre Puncture Usage Super Help Tire Inflator is the perfect solution for tyre related emergencies. One time use product perfect for those with no experience of using tools and changing tyres. No Jack Nor Tyre-Change Is Needed. One Step Procedure Of Tyre Pumping And Repairing Is Finished In Seconds. Key Features : Inflate..","Rs.399"
Deal of the Day,http://www.desibaniya.com/image/cache/data/new%20data/MAN654-156x156.jpg,"Cervical Pillow Buy 1 Get 1 Free (Pain Killer)","Cervical Pillow Buy 1 Get 1 Free (Pain Killer) Cervical Pillow is made from high quality polyurethane foam of optimum density. Provides firm, soft and comfortable support to neck and head. Cervical Pillow provides firm, soft and comfortable support to neck and head Soft velvet fabric cover High quality Size- Universal. Soft foam with good resilience ensures comfortable yet e effective suppo..","Rs.499"
Deal of the Day,http://www.desibaniya.com/image/cache/data/chakmak%20combo22-156x156.jpg,"Chakmak Stainless Steel 12 Pcs Bowl & Spoon Set","Chakmak Stainless Steel 12 Pcs Bowl & Spoon Set   Set of 6 Bowls Set of 6 Pcs Spoons Heavy Stainless steel material Durable and scratch proof Ultra shine finish Ideal for daily use Easy to maintain and wash Best for summer gatherings Rust proof & hygienic Thick gauge gives high quality Easy to clean & wash ..","Rs.649"
Deal of the Day,http://www.desibaniya.com/image/cache/data/knife%20&%20chipser%20combo22-156x156.jpg,"Combo of 8 Pcs Knife Set with Vegetable Cutter","Combo of 8 Pcs Knife Set with Vegetable Cutter French Fry Potato & Vegetable Chipper Cutter Material: Stainless steel and plastic Unleash the culinary artist in you with this potato and vegetable chipper Cutting edge with 3 sides Easy to clean Freebie: Cleaning comb   7 Pcs Stainless Steel Knife Set   Includes 8 inches Chef's Knife 8..","Rs.599"
Deal of the Day,http://www.desibaniya.com/image/cache/data/combo%20attach%20machine%20knif%20blender22-156x156.jpg,"Combo of 9 Pcs Atta Maker Machine+Ganesh Hand Blender+7 Pcs Knife set","Combo of 9 Pcs Atta Maker Machine+Ganesh Hand Blender+7 Pcs Knife set   Dough Maker - Easy Dough Making Machine                 A VERY INNOVATIVE PRODUCT MAKES A PERFECT DOUGH This is a premium company Product that is designed to make your life easy, Making Dough is a Part of every ladies dai..","Rs.799"
Deal of the Day,http://www.desibaniya.com/image/cache/data/Combo%20of%20Titanium%20&%207%20strap%20watch22-156x156.jpg,"Combo of Male & Female Watch","Combo of Male & Female Watch 7 in 1 Interchangeable Strap Watch Gift Set Features New Attractive Ladies Watch set with 6 changeable Dial Ring and 6 colorful changeable strap Attractive Shaped Box. Excellent for your Special Friends & Loved Ones 7 different style dial case attachments And Strap Latest design according to new trends Suitable along with both cas..","Rs.749"
Deal of the Day,http://www.desibaniya.com/image/cache/data/new%20data/23.5-156x156.jpg,"Combo Of Microwaveable Idli maker and Rice Cooker","Truth Trendy Microwave Safe Rice Cooker: Made from food grade plastic, this rice cooker is easy to handle, microwave and dishwasher safe. Bring this one home and cook healthy and nutritious food at the comfort of your home.  - Made from an intelligent material, especially designed to transmit microwave energy to your food faster than most glass or ceramic ware.  - Pressure se..","Rs.699"
