Product Id,SKU,Product Name,Category,Image URL,Product Status,Success,ProductMatch,PriceMatch,OriginalPrice,ProductURL
652079,EAZU-650-PD162-8GB,Winnie Pooh Cartoon Shape Fancy Pendrive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_yqxk2geq8hw9kju.jpg,Active,83.33,Microware Winnie Pooh Cartoon Shape Fancy 16 GB Pen Drive,â‚¹699,â‚¹999,https://www.flipkart.com/microware-winnie-pooh-cartoon-shape-fancy-16-gb-pen-drive/p/itmda5zycjeejzra?pid=ACCDA5WXAYCJWGED&srno=s_1_1&otracker=search&lid=LSTACCDA5WXAYCJWGEDUPBHLQ&qH=572ec5ec501a7085
652078,WKLT-650-PD165-8GB,Wrist Band Black Fancy Pendrive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_lwue9i3klcvwo1v.jpg,Active,60,eShop FANCY DESIGNER USB WRIST SLAP BAND FLASH DRIVE 4 GB Pen Dri...,â‚¹599,â‚¹999,https://www.flipkart.com/eshop-fancy-designer-usb-wrist-slap-band-flash-drive-4-gb-pen/p/itmeqrfx7j38qcsz?pid=ACCEQRFQS2HZQGWH&srno=s_1_1&otracker=search&lid=LSTACCEQRFQS2HZQGWHQ0IHQK&qH=85f86a1099b3f29a
652077,EBFA-650-PD166-8GB,Wrist Band Blue Fancy Pendrive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_xcluofwpg9khy6i.jpg,Active,60,eShop Wrist Slap Band Fancy Designer USB 8 GB Pen Drive,â‚¹710,"â‚¹1,299",https://www.flipkart.com/eshop-wrist-slap-band-fancy-designer-usb-8-gb-pen-drive/p/itmeqe3ymrt2jhuh?pid=ACCEQE3YVHYBY2UE&srno=s_1_1&otracker=search&lid=LSTACCEQE3YVHYBY2UE4EWDEF&qH=e241abf7b366cb74
652076,AVHU-650-PD167-8GB,Wrist Band Green Fancy Pendrive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_ebsflsyuhv2bnam.jpg,Active,40,eShop Silicone Slap Wrist Band USB Flash Drive 4 GB Pen Drive,â‚¹599,â‚¹999,https://www.flipkart.com/eshop-silicone-slap-wrist-band-usb-flash-drive-4-gb-pen/p/itmeqd6r2fpqzq8v?pid=ACCEQD6RVWUHKWED&srno=s_1_1&otracker=search&lid=LSTACCEQD6RVWUHKWEDDVKORO&qH=93e75017f575c823
652075,OTKY-650-PD168-8GB,Wrist Band Red Fancy Pendrive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_sultkp5ah29igqm.jpg,Active,60,Smiledrive Fancy Designer Wristband 16 GB Pen Drive,â‚¹799,â‚¹999,https://www.flipkart.com/smiledrive-fancy-designer-wristband-16-gb-pen-drive/p/itmdmwzzrebvwdsz?pid=ACCDMUFWGNTMNHJC&srno=s_1_1&otracker=search&lid=LSTACCDMUFWGNTMNHJCJNIJDC&qH=f52db47201b34b93
652074,OWLR-650-PD171-8GB,Wrist Band White Fancy Pendrive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_es3jfy2igym5kqu.jpg,Active,60,eShop Fancy Original Slap Wrist Band USB Flash Drive 8 GB Pen Dri...,â‚¹710,"â‚¹1,299",https://www.flipkart.com/eshop-fancy-original-slap-wrist-band-usb-flash-drive-8-gb-pen/p/itmeqp4vaxfhqpv2?pid=ACCEQP4VJNBYRJGB&srno=s_1_1&otracker=search&lid=LSTACCEQP4VJNBYRJGBJZBQDY&qH=d541fb067e1fa6c9
652073,ETQM-650-PD172-8GB,X Mas Tree Fancy Pendrive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_bqjr8kmokneh7md.jpg,Active,60,Printland Credit Card Xmas Tree 8 GB Pen Drive,â‚¹549,"â‚¹1,299",https://www.flipkart.com/printland-credit-card-xmas-tree-8-gb-pen-drive/p/itme26tzpqgjqrws?pid=ACCE26TZ4WX3YFZB&srno=s_1_1&otracker=search&lid=LSTACCE26TZ4WX3YFZB4KH4WG&qH=d63606bae78ebe8c
652072,YVST-650-PD173-8GB,Zodiac Sign Libra 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_gjfqbuktwvarmcn.jpg,Active,100,Microware Zodiac Sign Libra 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-libra-8gb-8-gb-pen-drive/p/itme5y8gr2gmygq6?pid=ACCE5Y8GWGEYGDZY&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GWGEYGDZY9UA9UH&qH=0073109cce06bd50
652071,FKDY-650-PD174-8GB,Zodiac Sign Scorpio 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_g25ixmcz1yczbx6.jpg,Active,100,Microware Zodiac Sign Scorpio 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-scorpio-8gb-8-gb-pen-drive/p/itme5y8gjp9aumhj?pid=ACCE5Y8GZ3BGFYMA&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GZ3BGFYMA80ODU0&qH=4c3072c2b72e4424
652070,ZCLI-650-PD175-8GB,Zodiac Sign Cancer 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_y3jnictsxek2hpw.jpg,Active,71.43,Microware Zodiac Sign Pisces 16GB 16 GB Pen Drive,â‚¹749,NA,NA
652069,NSJQ-650-PD176-8GB,Zodiac Sign Taurus 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_15nle9q43ojiytn.jpg,Active,100,Microware Zodiac Sign Taurus 8GB 8 GB Pen Drive,â‚¹599,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-taurus-8gb-8-gb-pen-drive/p/itme5y8gtdjvq4g4?pid=ACCE5Y8GD3KACNTX&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GD3KACNTXGVSD8T&qH=dac12c8b21644119
652068,FCXW-650-PD177-8GB,Zodiac Sign Virgo 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_p5iigr6yl3azpqw.jpg,Active,100,Microware Zodiac Sign Virgo 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-virgo-8gb-8-gb-pen-drive/p/itme5y8gcza8fkdb?pid=ACCE5Y8GFMZYRWQ5&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GFMZYRWQ5CTWK2B&qH=2146b9aeb3343d43
652067,ZFPB-650-PD178-8GB,Zodiac Sign Leo 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_qhfwcu83qxzbs1g.jpg,Active,100,Microware Zodiac Sign Leo 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-leo-8gb-8-gb-pen-drive/p/itme5y8gbptaf59m?pid=ACCE5Y8GGZFKCPHY&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GGZFKCPHYDYQQ3B&qH=75114653737f58f5
652066,KYAG-650-PD179-8GB,Zodiac Sign Capricorn 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_yuylbwmbhotts59.jpg,Active,85.71,Microware Zodiac Sign Scorpio 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-scorpio-8gb-8-gb-pen-drive/p/itme5y8gjp9aumhj?pid=ACCE5Y8GZ3BGFYMA&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GZ3BGFYMA80ODU0&qH=79c3118235b3e0bc
652065,GRVH-650-PD180-8GB,Zodiac Sign Pisces 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_ehu3zhd5m9xfgvf.jpg,Active,85.71,Microware Zodiac Sign Virgo 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-virgo-8gb-8-gb-pen-drive/p/itme5y8gcza8fkdb?pid=ACCE5Y8GFMZYRWQ5&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GFMZYRWQ5CTWK2B&qH=cb269ca33b403a9b
652064,DPAJ-650-PD181-8GB,Zodiac Sign Gemini 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_76xmrl8yn5udjwf.jpg,Active,85.71,Microware Zodiac Sign Libra 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-libra-8gb-8-gb-pen-drive/p/itme5y8gr2gmygq6?pid=ACCE5Y8GWGEYGDZY&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GWGEYGDZY9UA9UH&qH=d87416c43e0dc337
652063,KIAC-650-PD182-8GB,Zodiac Sign Sagittarus 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_cgxhdetd9zylouj.jpg,Active,85.71,Microware Zodiac Sign Leo 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-leo-8gb-8-gb-pen-drive/p/itme5y8gbptaf59m?pid=ACCE5Y8GGZFKCPHY&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GGZFKCPHYDYQQ3B&qH=ef4f2a7f4b1f13f3
652062,NGWT-650-PD183-8GB,Zodiac Sign Aquarius 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_wa4zdf92yksri0b.jpg,Active,85.71,Microware Zodiac Sign Leo 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-leo-8gb-8-gb-pen-drive/p/itme5y8gbptaf59m?pid=ACCE5Y8GGZFKCPHY&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GGZFKCPHYDYQQ3B&qH=36fb7d9df36f41f4
652061,EALD-650-PD184-8GB,Zodiac Sign Aries 8 GB Pen Drive,"Mobiles,Tablets & Accessories >> Mobile Accessories >> Pen Drives",https://www.moonboy.in/images/product_img/original_4m6jfywod2bf3x7.jpg,Active,100,Microware Zodiac Sign Aries 8GB 8 GB Pen Drive,â‚¹699,â‚¹799,https://www.flipkart.com/microware-zodiac-sign-aries-8gb-8-gb-pen-drive/p/itme5y8g5xkq38zq?pid=ACCE5Y8GWY9DW3H9&srno=s_1_1&otracker=search&lid=LSTACCE5Y8GWY9DW3H9F5GIOT&qH=e54e2753848fd8f5
